,Date_Key,Full_Date,Year,Quarter,Month,Month_Name,Week_Number,Day_of_Week,Day_Number,Is_Weekend,Is_Holiday,Season,Is_Winter,Is_Flu_Season
56,20240226,2024-02-26,2024,Q1,2,February,9,Monday,0,False,False,Winter,True,True
57,20240227,2024-02-27,2024,Q1,2,February,9,Tuesday,1,False,False,Winter,True,True
58,20240228,2024-02-28,2024,Q1,2,February,9,Wednesday,2,False,False,Winter,True,True
59,20240229,2024-02-29,2024,Q1,2,February,9,Thursday,3,False,False,Winter,True,True
60,20240301,2024-03-01,2024,Q1,3,March,9,Friday,4,False,False,Spring,False,True
61,20240302,2024-03-02,2024,Q1,3,March,9,Saturday,5,True,False,Spring,False,True
62,20240303,2024-03-03,2024,Q1,3,March,9,Sunday,6,True,False,Spring,False,True
63,20240304,2024-03-04,2024,Q1,3,March,10,Monday,0,False,False,Spring,False,True
64,20240305,2024-03-05,2024,Q1,3,March,10,Tuesday,1,False,False,Spring,False,True
65,20240306,2024-03-06,2024,Q1,3,March,10,Wednesday,2,False,False,Spring,False,True
66,20240307,2024-03-07,2024,Q1,3,March,10,Thursday,3,False,False,Spring,False,True
67,20240308,2024-03-08,2024,Q1,3,March,10,Friday,4,False,False,Spring,False,True
68,20240309,2024-03-09,2024,Q1,3,March,10,Saturday,5,True,False,Spring,False,True
69,20240310,2024-03-10,2024,Q1,3,March,10,Sunday,6,True,False,Spring,False,True
70,20240311,2024-03-11,2024,Q1,3,March,11,Monday,0,False,False,Spring,False,True
71,20240312,2024-03-12,2024,Q1,3,March,11,Tuesday,1,False,False,Spring,False,True
72,20240313,2024-03-13,2024,Q1,3,March,11,Wednesday,2,False,False,Spring,False,True
73,20240314,2024-03-14,2024,Q1,3,March,11,Thursday,3,False,False,Spring,False,True
74,20240315,2024-03-15,2024,Q1,3,March,11,Friday,4,False,False,Spring,False,True
75,20240316,2024-03-16,2024,Q1,3,March,11,Saturday,5,True,False,Spring,False,True
76,20240317,2024-03-17,2024,Q1,3,March,11,Sunday,6,True,False,Spring,False,True
77,20240318,2024-03-18,2024,Q1,3,March,12,Monday,0,False,False,Spring,False,True
78,20240319,2024-03-19,2024,Q1,3,March,12,Tuesday,1,False,False,Spring,False,True
79,20240320,2024-03-20,2024,Q1,3,March,12,Wednesday,2,False,False,Spring,False,True
80,20240321,2024-03-21,2024,Q1,3,March,12,Thursday,3,False,False,Spring,False,True
81,20240322,2024-03-22,2024,Q1,3,March,12,Friday,4,False,False,Spring,False,True
82,20240323,2024-03-23,2024,Q1,3,March,12,Saturday,5,True,False,Spring,False,True
83,20240324,2024-03-24,2024,Q1,3,March,12,Sunday,6,True,False,Spring,False,True
84,20240325,2024-03-25,2024,Q1,3,March,13,Monday,0,False,False,Spring,False,True
85,20240326,2024-03-26,2024,Q1,3,March,13,Tuesday,1,False,False,Spring,False,True
86,20240327,2024-03-27,2024,Q1,3,March,13,Wednesday,2,False,False,Spring,False,True
87,20240328,2024-03-28,2024,Q1,3,March,13,Thursday,3,False,False,Spring,False,True
88,20240329,2024-03-29,2024,Q1,3,March,13,Friday,4,False,False,Spring,False,True
89,20240330,2024-03-30,2024,Q1,3,March,13,Saturday,5,True,False,Spring,False,True
90,20240331,2024-03-31,2024,Q1,3,March,13,Sunday,6,True,False,Spring,False,True
91,20240401,2024-04-01,2024,Q2,4,April,14,Monday,0,False,False,Spring,False,False
92,20240402,2024-04-02,2024,Q2,4,April,14,Tuesday,1,False,False,Spring,False,False
93,20240403,2024-04-03,2024,Q2,4,April,14,Wednesday,2,False,False,Spring,False,False
94,20240404,2024-04-04,2024,Q2,4,April,14,Thursday,3,False,False,Spring,False,False
95,20240405,2024-04-05,2024,Q2,4,April,14,Friday,4,False,False,Spring,False,False
96,20240406,2024-04-06,2024,Q2,4,April,14,Saturday,5,True,False,Spring,False,False
97,20240407,2024-04-07,2024,Q2,4,April,14,Sunday,6,True,False,Spring,False,False
98,20240408,2024-04-08,2024,Q2,4,April,15,Monday,0,False,False,Spring,False,False
99,20240409,2024-04-09,2024,Q2,4,April,15,Tuesday,1,False,False,Spring,False,False
100,20240410,2024-04-10,2024,Q2,4,April,15,Wednesday,2,False,False,Spring,False,False
101,20240411,2024-04-11,2024,Q2,4,April,15,Thursday,3,False,False,Spring,False,False
102,20240412,2024-04-12,2024,Q2,4,April,15,Friday,4,False,False,Spring,False,False
103,20240413,2024-04-13,2024,Q2,4,April,15,Saturday,5,True,False,Spring,False,False
104,20240414,2024-04-14,2024,Q2,4,April,15,Sunday,6,True,False,Spring,False,False
105,20240415,2024-04-15,2024,Q2,4,April,16,Monday,0,False,False,Spring,False,False
106,20240416,2024-04-16,2024,Q2,4,April,16,Tuesday,1,False,False,Spring,False,False
107,20240417,2024-04-17,2024,Q2,4,April,16,Wednesday,2,False,False,Spring,False,False
108,20240418,2024-04-18,2024,Q2,4,April,16,Thursday,3,False,False,Spring,False,False
109,20240419,2024-04-19,2024,Q2,4,April,16,Friday,4,False,False,Spring,False,False
110,20240420,2024-04-20,2024,Q2,4,April,16,Saturday,5,True,False,Spring,False,False
111,20240421,2024-04-21,2024,Q2,4,April,16,Sunday,6,True,False,Spring,False,False
112,20240422,2024-04-22,2024,Q2,4,April,17,Monday,0,False,False,Spring,False,False
113,20240423,2024-04-23,2024,Q2,4,April,17,Tuesday,1,False,False,Spring,False,False
114,20240424,2024-04-24,2024,Q2,4,April,17,Wednesday,2,False,False,Spring,False,False
115,20240425,2024-04-25,2024,Q2,4,April,17,Thursday,3,False,False,Spring,False,False
116,20240426,2024-04-26,2024,Q2,4,April,17,Friday,4,False,False,Spring,False,False
117,20240427,2024-04-27,2024,Q2,4,April,17,Saturday,5,True,False,Spring,False,False
118,20240428,2024-04-28,2024,Q2,4,April,17,Sunday,6,True,False,Spring,False,False
119,20240429,2024-04-29,2024,Q2,4,April,18,Monday,0,False,False,Spring,False,False
120,20240430,2024-04-30,2024,Q2,4,April,18,Tuesday,1,False,False,Spring,False,False
121,20240501,2024-05-01,2024,Q2,5,May,18,Wednesday,2,False,False,Spring,False,False
122,20240502,2024-05-02,2024,Q2,5,May,18,Thursday,3,False,False,Spring,False,False
123,20240503,2024-05-03,2024,Q2,5,May,18,Friday,4,False,False,Spring,False,False
124,20240504,2024-05-04,2024,Q2,5,May,18,Saturday,5,True,False,Spring,False,False
125,20240505,2024-05-05,2024,Q2,5,May,18,Sunday,6,True,False,Spring,False,False
126,20240506,2024-05-06,2024,Q2,5,May,19,Monday,0,False,False,Spring,False,False
127,20240507,2024-05-07,2024,Q2,5,May,19,Tuesday,1,False,False,Spring,False,False
128,20240508,2024-05-08,2024,Q2,5,May,19,Wednesday,2,False,False,Spring,False,False
129,20240509,2024-05-09,2024,Q2,5,May,19,Thursday,3,False,False,Spring,False,False
130,20240510,2024-05-10,2024,Q2,5,May,19,Friday,4,False,False,Spring,False,False
131,20240511,2024-05-11,2024,Q2,5,May,19,Saturday,5,True,False,Spring,False,False
132,20240512,2024-05-12,2024,Q2,5,May,19,Sunday,6,True,False,Spring,False,False
133,20240513,2024-05-13,2024,Q2,5,May,20,Monday,0,False,False,Spring,False,False
134,20240514,2024-05-14,2024,Q2,5,May,20,Tuesday,1,False,False,Spring,False,False
135,20240515,2024-05-15,2024,Q2,5,May,20,Wednesday,2,False,False,Spring,False,False
136,20240516,2024-05-16,2024,Q2,5,May,20,Thursday,3,False,False,Spring,False,False
137,20240517,2024-05-17,2024,Q2,5,May,20,Friday,4,False,False,Spring,False,False
138,20240518,2024-05-18,2024,Q2,5,May,20,Saturday,5,True,False,Spring,False,False
139,20240519,2024-05-19,2024,Q2,5,May,20,Sunday,6,True,False,Spring,False,False
140,20240520,2024-05-20,2024,Q2,5,May,21,Monday,0,False,False,Spring,False,False
141,20240521,2024-05-21,2024,Q2,5,May,21,Tuesday,1,False,False,Spring,False,False
142,20240522,2024-05-22,2024,Q2,5,May,21,Wednesday,2,False,False,Spring,False,False
143,20240523,2024-05-23,2024,Q2,5,May,21,Thursday,3,False,False,Spring,False,False
144,20240524,2024-05-24,2024,Q2,5,May,21,Friday,4,False,False,Spring,False,False
145,20240525,2024-05-25,2024,Q2,5,May,21,Saturday,5,True,False,Spring,False,False
146,20240526,2024-05-26,2024,Q2,5,May,21,Sunday,6,True,False,Spring,False,False
147,20240527,2024-05-27,2024,Q2,5,May,22,Monday,0,False,True,Spring,False,False
148,20240528,2024-05-28,2024,Q2,5,May,22,Tuesday,1,False,False,Spring,False,False
149,20240529,2024-05-29,2024,Q2,5,May,22,Wednesday,2,False,False,Spring,False,False
150,20240530,2024-05-30,2024,Q2,5,May,22,Thursday,3,False,False,Spring,False,False
151,20240531,2024-05-31,2024,Q2,5,May,22,Friday,4,False,False,Spring,False,False
152,20240601,2024-06-01,2024,Q2,6,June,22,Saturday,5,True,False,Summer,False,False
153,20240602,2024-06-02,2024,Q2,6,June,22,Sunday,6,True,False,Summer,False,False
154,20240603,2024-06-03,2024,Q2,6,June,23,Monday,0,False,False,Summer,False,False
155,20240604,2024-06-04,2024,Q2,6,June,23,Tuesday,1,False,False,Summer,False,False
156,20240605,2024-06-05,2024,Q2,6,June,23,Wednesday,2,False,False,Summer,False,False
157,20240606,2024-06-06,2024,Q2,6,June,23,Thursday,3,False,False,Summer,False,False
158,20240607,2024-06-07,2024,Q2,6,June,23,Friday,4,False,False,Summer,False,False
159,20240608,2024-06-08,2024,Q2,6,June,23,Saturday,5,True,False,Summer,False,False
160,20240609,2024-06-09,2024,Q2,6,June,23,Sunday,6,True,False,Summer,False,False
161,20240610,2024-06-10,2024,Q2,6,June,24,Monday,0,False,False,Summer,False,False
162,20240611,2024-06-11,2024,Q2,6,June,24,Tuesday,1,False,False,Summer,False,False
163,20240612,2024-06-12,2024,Q2,6,June,24,Wednesday,2,False,False,Summer,False,False
164,20240613,2024-06-13,2024,Q2,6,June,24,Thursday,3,False,False,Summer,False,False
165,20240614,2024-06-14,2024,Q2,6,June,24,Friday,4,False,False,Summer,False,False
166,20240615,2024-06-15,2024,Q2,6,June,24,Saturday,5,True,False,Summer,False,False
167,20240616,2024-06-16,2024,Q2,6,June,24,Sunday,6,True,False,Summer,False,False
168,20240617,2024-06-17,2024,Q2,6,June,25,Monday,0,False,False,Summer,False,False
169,20240618,2024-06-18,2024,Q2,6,June,25,Tuesday,1,False,False,Summer,False,False
170,20240619,2024-06-19,2024,Q2,6,June,25,Wednesday,2,False,False,Summer,False,False
171,20240620,2024-06-20,2024,Q2,6,June,25,Thursday,3,False,False,Summer,False,False
172,20240621,2024-06-21,2024,Q2,6,June,25,Friday,4,False,False,Summer,False,False
173,20240622,2024-06-22,2024,Q2,6,June,25,Saturday,5,True,False,Summer,False,False
174,20240623,2024-06-23,2024,Q2,6,June,25,Sunday,6,True,False,Summer,False,False
175,20240624,2024-06-24,2024,Q2,6,June,26,Monday,0,False,False,Summer,False,False
176,20240625,2024-06-25,2024,Q2,6,June,26,Tuesday,1,False,False,Summer,False,False
177,20240626,2024-06-26,2024,Q2,6,June,26,Wednesday,2,False,False,Summer,False,False
178,20240627,2024-06-27,2024,Q2,6,June,26,Thursday,3,False,False,Summer,False,False
179,20240628,2024-06-28,2024,Q2,6,June,26,Friday,4,False,False,Summer,False,False
180,20240629,2024-06-29,2024,Q2,6,June,26,Saturday,5,True,False,Summer,False,False
181,20240630,2024-06-30,2024,Q2,6,June,26,Sunday,6,True,False,Summer,False,False
182,20240701,2024-07-01,2024,Q3,7,July,27,Monday,0,False,False,Summer,False,False
183,20240702,2024-07-02,2024,Q3,7,July,27,Tuesday,1,False,False,Summer,False,False
184,20240703,2024-07-03,2024,Q3,7,July,27,Wednesday,2,False,False,Summer,False,False
185,20240704,2024-07-04,2024,Q3,7,July,27,Thursday,3,False,True,Summer,False,False
186,20240705,2024-07-05,2024,Q3,7,July,27,Friday,4,False,False,Summer,False,False
187,20240706,2024-07-06,2024,Q3,7,July,27,Saturday,5,True,False,Summer,False,False
188,20240707,2024-07-07,2024,Q3,7,July,27,Sunday,6,True,False,Summer,False,False
189,20240708,2024-07-08,2024,Q3,7,July,28,Monday,0,False,False,Summer,False,False
190,20240709,2024-07-09,2024,Q3,7,July,28,Tuesday,1,False,False,Summer,False,False
191,20240710,2024-07-10,2024,Q3,7,July,28,Wednesday,2,False,False,Summer,False,False
192,20240711,2024-07-11,2024,Q3,7,July,28,Thursday,3,False,False,Summer,False,False
193,20240712,2024-07-12,2024,Q3,7,July,28,Friday,4,False,False,Summer,False,False
194,20240713,2024-07-13,2024,Q3,7,July,28,Saturday,5,True,False,Summer,False,False
195,20240714,2024-07-14,2024,Q3,7,July,28,Sunday,6,True,False,Summer,False,False
196,20240715,2024-07-15,2024,Q3,7,July,29,Monday,0,False,False,Summer,False,False
197,20240716,2024-07-16,2024,Q3,7,July,29,Tuesday,1,False,False,Summer,False,False
198,20240717,2024-07-17,2024,Q3,7,July,29,Wednesday,2,False,False,Summer,False,False
199,20240718,2024-07-18,2024,Q3,7,July,29,Thursday,3,False,False,Summer,False,False
200,20240719,2024-07-19,2024,Q3,7,July,29,Friday,4,False,False,Summer,False,False
201,20240720,2024-07-20,2024,Q3,7,July,29,Saturday,5,True,False,Summer,False,False
202,20240721,2024-07-21,2024,Q3,7,July,29,Sunday,6,True,False,Summer,False,False
203,20240722,2024-07-22,2024,Q3,7,July,30,Monday,0,False,False,Summer,False,False
204,20240723,2024-07-23,2024,Q3,7,July,30,Tuesday,1,False,False,Summer,False,False
205,20240724,2024-07-24,2024,Q3,7,July,30,Wednesday,2,False,False,Summer,False,False
206,20240725,2024-07-25,2024,Q3,7,July,30,Thursday,3,False,False,Summer,False,False
207,20240726,2024-07-26,2024,Q3,7,July,30,Friday,4,False,False,Summer,False,False
208,20240727,2024-07-27,2024,Q3,7,July,30,Saturday,5,True,False,Summer,False,False
209,20240728,2024-07-28,2024,Q3,7,July,30,Sunday,6,True,False,Summer,False,False
210,20240729,2024-07-29,2024,Q3,7,July,31,Monday,0,False,False,Summer,False,False
211,20240730,2024-07-30,2024,Q3,7,July,31,Tuesday,1,False,False,Summer,False,False
212,20240731,2024-07-31,2024,Q3,7,July,31,Wednesday,2,False,False,Summer,False,False
213,20240801,2024-08-01,2024,Q3,8,August,31,Thursday,3,False,False,Summer,False,False
214,20240802,2024-08-02,2024,Q3,8,August,31,Friday,4,False,False,Summer,False,False
215,20240803,2024-08-03,2024,Q3,8,August,31,Saturday,5,True,False,Summer,False,False
216,20240804,2024-08-04,2024,Q3,8,August,31,Sunday,6,True,False,Summer,False,False
217,20240805,2024-08-05,2024,Q3,8,August,32,Monday,0,False,False,Summer,False,False
218,20240806,2024-08-06,2024,Q3,8,August,32,Tuesday,1,False,False,Summer,False,False
219,20240807,2024-08-07,2024,Q3,8,August,32,Wednesday,2,False,False,Summer,False,False
220,20240808,2024-08-08,2024,Q3,8,August,32,Thursday,3,False,False,Summer,False,False
221,20240809,2024-08-09,2024,Q3,8,August,32,Friday,4,False,False,Summer,False,False
222,20240810,2024-08-10,2024,Q3,8,August,32,Saturday,5,True,False,Summer,False,False
223,20240811,2024-08-11,2024,Q3,8,August,32,Sunday,6,True,False,Summer,False,False
224,20240812,2024-08-12,2024,Q3,8,August,33,Monday,0,False,False,Summer,False,False
225,20240813,2024-08-13,2024,Q3,8,August,33,Tuesday,1,False,False,Summer,False,False
226,20240814,2024-08-14,2024,Q3,8,August,33,Wednesday,2,False,False,Summer,False,False
227,20240815,2024-08-15,2024,Q3,8,August,33,Thursday,3,False,False,Summer,False,False
228,20240816,2024-08-16,2024,Q3,8,August,33,Friday,4,False,False,Summer,False,False
229,20240817,2024-08-17,2024,Q3,8,August,33,Saturday,5,True,False,Summer,False,False
230,20240818,2024-08-18,2024,Q3,8,August,33,Sunday,6,True,False,Summer,False,False
231,20240819,2024-08-19,2024,Q3,8,August,34,Monday,0,False,False,Summer,False,False
232,20240820,2024-08-20,2024,Q3,8,August,34,Tuesday,1,False,False,Summer,False,False
233,20240821,2024-08-21,2024,Q3,8,August,34,Wednesday,2,False,False,Summer,False,False
234,20240822,2024-08-22,2024,Q3,8,August,34,Thursday,3,False,False,Summer,False,False
235,20240823,2024-08-23,2024,Q3,8,August,34,Friday,4,False,False,Summer,False,False
236,20240824,2024-08-24,2024,Q3,8,August,34,Saturday,5,True,False,Summer,False,False
237,20240825,2024-08-25,2024,Q3,8,August,34,Sunday,6,True,False,Summer,False,False
238,20240826,2024-08-26,2024,Q3,8,August,35,Monday,0,False,False,Summer,False,False
239,20240827,2024-08-27,2024,Q3,8,August,35,Tuesday,1,False,False,Summer,False,False
240,20240828,2024-08-28,2024,Q3,8,August,35,Wednesday,2,False,False,Summer,False,False
241,20240829,2024-08-29,2024,Q3,8,August,35,Thursday,3,False,False,Summer,False,False
242,20240830,2024-08-30,2024,Q3,8,August,35,Friday,4,False,False,Summer,False,False
243,20240831,2024-08-31,2024,Q3,8,August,35,Saturday,5,True,False,Summer,False,False
244,20240901,2024-09-01,2024,Q3,9,September,35,Sunday,6,True,False,Autumn,False,False
245,20240902,2024-09-02,2024,Q3,9,September,36,Monday,0,False,True,Autumn,False,False
246,20240903,2024-09-03,2024,Q3,9,September,36,Tuesday,1,False,False,Autumn,False,False
247,20240904,2024-09-04,2024,Q3,9,September,36,Wednesday,2,False,False,Autumn,False,False
248,20240905,2024-09-05,2024,Q3,9,September,36,Thursday,3,False,False,Autumn,False,False
249,20240906,2024-09-06,2024,Q3,9,September,36,Friday,4,False,False,Autumn,False,False
250,20240907,2024-09-07,2024,Q3,9,September,36,Saturday,5,True,False,Autumn,False,False
251,20240908,2024-09-08,2024,Q3,9,September,36,Sunday,6,True,False,Autumn,False,False
252,20240909,2024-09-09,2024,Q3,9,September,37,Monday,0,False,False,Autumn,False,False
253,20240910,2024-09-10,2024,Q3,9,September,37,Tuesday,1,False,False,Autumn,False,False
254,20240911,2024-09-11,2024,Q3,9,September,37,Wednesday,2,False,False,Autumn,False,False
255,20240912,2024-09-12,2024,Q3,9,September,37,Thursday,3,False,False,Autumn,False,False
256,20240913,2024-09-13,2024,Q3,9,September,37,Friday,4,False,False,Autumn,False,False
257,20240914,2024-09-14,2024,Q3,9,September,37,Saturday,5,True,False,Autumn,False,False
258,20240915,2024-09-15,2024,Q3,9,September,37,Sunday,6,True,False,Autumn,False,False
259,20240916,2024-09-16,2024,Q3,9,September,38,Monday,0,False,False,Autumn,False,False
260,20240917,2024-09-17,2024,Q3,9,September,38,Tuesday,1,False,False,Autumn,False,False
261,20240918,2024-09-18,2024,Q3,9,September,38,Wednesday,2,False,False,Autumn,False,False
262,20240919,2024-09-19,2024,Q3,9,September,38,Thursday,3,False,False,Autumn,False,False
263,20240920,2024-09-20,2024,Q3,9,September,38,Friday,4,False,False,Autumn,False,False
264,20240921,2024-09-21,2024,Q3,9,September,38,Saturday,5,True,False,Autumn,False,False
265,20240922,2024-09-22,2024,Q3,9,September,38,Sunday,6,True,False,Autumn,False,False
266,20240923,2024-09-23,2024,Q3,9,September,39,Monday,0,False,False,Autumn,False,False
267,20240924,2024-09-24,2024,Q3,9,September,39,Tuesday,1,False,False,Autumn,False,False
268,20240925,2024-09-25,2024,Q3,9,September,39,Wednesday,2,False,False,Autumn,False,False
269,20240926,2024-09-26,2024,Q3,9,September,39,Thursday,3,False,False,Autumn,False,False
270,20240927,2024-09-27,2024,Q3,9,September,39,Friday,4,False,False,Autumn,False,False
271,20240928,2024-09-28,2024,Q3,9,September,39,Saturday,5,True,False,Autumn,False,False
272,20240929,2024-09-29,2024,Q3,9,September,39,Sunday,6,True,False,Autumn,False,False
273,20240930,2024-09-30,2024,Q3,9,September,40,Monday,0,False,False,Autumn,False,False
274,20241001,2024-10-01,2024,Q4,10,October,40,Tuesday,1,False,False,Autumn,False,False
275,20241002,2024-10-02,2024,Q4,10,October,40,Wednesday,2,False,False,Autumn,False,False
276,20241003,2024-10-03,2024,Q4,10,October,40,Thursday,3,False,False,Autumn,False,False
277,20241004,2024-10-04,2024,Q4,10,October,40,Friday,4,False,False,Autumn,False,False
278,20241005,2024-10-05,2024,Q4,10,October,40,Saturday,5,True,False,Autumn,False,False
279,20241006,2024-10-06,2024,Q4,10,October,40,Sunday,6,True,False,Autumn,False,False
280,20241007,2024-10-07,2024,Q4,10,October,41,Monday,0,False,False,Autumn,False,False
281,20241008,2024-10-08,2024,Q4,10,October,41,Tuesday,1,False,False,Autumn,False,False
282,20241009,2024-10-09,2024,Q4,10,October,41,Wednesday,2,False,False,Autumn,False,False
283,20241010,2024-10-10,2024,Q4,10,October,41,Thursday,3,False,False,Autumn,False,False
284,20241011,2024-10-11,2024,Q4,10,October,41,Friday,4,False,False,Autumn,False,False
285,20241012,2024-10-12,2024,Q4,10,October,41,Saturday,5,True,False,Autumn,False,False
286,20241013,2024-10-13,2024,Q4,10,October,41,Sunday,6,True,False,Autumn,False,False
287,20241014,2024-10-14,2024,Q4,10,October,42,Monday,0,False,False,Autumn,False,False
288,20241015,2024-10-15,2024,Q4,10,October,42,Tuesday,1,False,False,Autumn,False,False
289,20241016,2024-10-16,2024,Q4,10,October,42,Wednesday,2,False,False,Autumn,False,False
290,20241017,2024-10-17,2024,Q4,10,October,42,Thursday,3,False,False,Autumn,False,False
291,20241018,2024-10-18,2024,Q4,10,October,42,Friday,4,False,False,Autumn,False,False
292,20241019,2024-10-19,2024,Q4,10,October,42,Saturday,5,True,False,Autumn,False,False
293,20241020,2024-10-20,2024,Q4,10,October,42,Sunday,6,True,False,Autumn,False,False
294,20241021,2024-10-21,2024,Q4,10,October,43,Monday,0,False,False,Autumn,False,False
295,20241022,2024-10-22,2024,Q4,10,October,43,Tuesday,1,False,False,Autumn,False,False
296,20241023,2024-10-23,2024,Q4,10,October,43,Wednesday,2,False,False,Autumn,False,False
297,20241024,2024-10-24,2024,Q4,10,October,43,Thursday,3,False,False,Autumn,False,False
298,20241025,2024-10-25,2024,Q4,10,October,43,Friday,4,False,False,Autumn,False,False
299,20241026,2024-10-26,2024,Q4,10,October,43,Saturday,5,True,False,Autumn,False,False
300,20241027,2024-10-27,2024,Q4,10,October,43,Sunday,6,True,False,Autumn,False,False
301,20241028,2024-10-28,2024,Q4,10,October,44,Monday,0,False,False,Autumn,False,False
302,20241029,2024-10-29,2024,Q4,10,October,44,Tuesday,1,False,False,Autumn,False,False
303,20241030,2024-10-30,2024,Q4,10,October,44,Wednesday,2,False,False,Autumn,False,False
304,20241031,2024-10-31,2024,Q4,10,October,44,Thursday,3,False,False,Autumn,False,False
